Nombre,Precio,Valoracion,Tienda,Fecha,componente,Match,Nombre_Ref,ID,brand_name,items_Decribtion,ratings,prices,Category,P_Ref,Diferencia
Asus ROG STRIX B550-F GAMING WIFI II,155.9,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 84)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,941.09
Asus TUF GAMING B550M-PLUS WIFI II,118.9,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF Z370-Plus Gaming II LGA 1151 (300 Series) Intel Z370 HDMI SATA 6Gb/s USB 3.1 ATX Intel Motherboard', 81)",ASUS TUF Z370-Plus Gaming II LGA 1151 (300 Series) Intel Z370 HDMI SATA 6Gb/s USB 3.1 ATX Intel Motherboard,326,Intel,ASUS TUF Z370-Plus Gaming II LGA 1151 (300 Series) Intel Z370 HDMI SATA 6Gb/s USB 3.1 ATX Intel Motherboard,,977.94,motherboard,977.94,859.04
ASUS Prime B760M-A-CSM,114.99,,PcComponentes,2026-04-17,placas-base,"('ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard', 84)",ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,60,ASRock,ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,(4),"1,001.99",motherboard,1001.99,887.0
ASUS ROG STRIX B850-A GAMING WIFI,249.9,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 88)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,847.09
Gigabyte B550M Aorus Elite,96.95,,PcComponentes,2026-04-17,placas-base,"('GIGABYTE X570 AORUS ELITE AMD Ryzen 3000 PCIe 4.0 SATA 6Gb/s USB 3.2 AMD X570 ATX Motherboard', 87)",GIGABYTE X570 AORUS ELITE AMD Ryzen 3000 PCIe 4.0 SATA 6Gb/s USB 3.2 AMD X570 ATX Motherboard,16,ASRock,GIGABYTE X570 AORUS ELITE AMD Ryzen 3000 PCIe 4.0 SATA 6Gb/s USB 3.2 AMD X570 ATX Motherboard,(81),680.99,motherboard,680.99,584.04
ASUS PRIME B760M-K,103.99,,PcComponentes,2026-04-17,placas-base,"('ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard', 80)",ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,101,MSI,ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,(1),370.99,motherboard,370.99,267.0
Gigabyte A520M S2H,58.0,,PcComponentes,2026-04-17,placas-base,"('GIGABYTE GA-A320M-S2H AM4 AMD A320 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard', 80)",GIGABYTE GA-A320M-S2H AM4 AMD A320 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,67,ASRock,GIGABYTE GA-A320M-S2H AM4 AMD A320 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,(143),491.99,motherboard,491.99,433.99
ASUS TUF GAMING B760 PLUS WIFI,179.99,"4,6/5",PcComponentes,2026-04-17,placas-base,"('ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 80)",ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,58,ASUS,ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(33),"1,614.99",motherboard,1614.99,1435.0
ASUS PRIME B550-PLUS,126.99,,PcComponentes,2026-04-17,placas-base,"('ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard', 86)",ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard,79,ASRock,ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard,(19),173.99,motherboard,173.99,47.0
ASUS PRIME B760-PLUS,132.99,,PcComponentes,2026-04-17,placas-base,"('ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard', 86)",ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard,79,ASRock,ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard,(19),173.99,motherboard,173.99,41.0
ASUS PRIME B860M-K,134.9,,PcComponentes,2026-04-17,placas-base,"('ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard', 80)",ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,101,MSI,ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,(1),370.99,motherboard,370.99,236.09
Placa Base Gigabyte B650 AMD AM5 MicroATX B650M GAMING PLUS WIFI DDR5 2xM.2 2.5GbE WiFi 6E Bluetooth 5.3,134.99,,PcComponentes,2026-04-17,placas-base,"('Gigabyte H370 AORUS Gaming 3 WIFI', 80)",Gigabyte H370 AORUS Gaming 3 WIFI,397,,Gigabyte H370 AORUS Gaming 3 WIFI,,,motherboard,,
MSI MPG X670E CARBON WIFI,272.18,,PcComponentes,2026-04-17,placas-base,"('MSI MPG X570 GAMING PRO CARBON WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 Wi-Fi 6 HDMI ATX', 86)",MSI MPG X570 GAMING PRO CARBON WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 Wi-Fi 6 HDMI ATX,13,ASRock,MSI MPG X570 GAMING PRO CARBON WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 Wi-Fi 6 HDMI ATX,(96),680.99,motherboard,680.99,408.81
Gigabyte X870E AORUS PRO,347.71,,PcComponentes,2026-04-17,placas-base,"('GIGABYTE B450 AORUS PRO WIFI (rev. 1.0) AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI ATX AMD Motherboard', 86)",GIGABYTE B450 AORUS PRO WIFI (rev. 1.0) AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI ATX AMD Motherboard,50,ASUS,GIGABYTE B450 AORUS PRO WIFI (rev. 1.0) AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI ATX AMD Motherboard,(30),339.99,motherboard,339.99,-7.72
ASUS Prime B650M-K,92.99,,PcComponentes,2026-04-17,placas-base,"('ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard', 80)",ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,101,MSI,ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,(1),370.99,motherboard,370.99,278.0
ASUS ROG STRIX B650E-E GAMING WIFI,269.9,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 90)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,827.09
ASUS ROG STRIX B850-F GAMING WIFI,267.39,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 88)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,829.6
ASUS PRIME A620M-K,82.99,,PcComponentes,2026-04-17,placas-base,"('ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard', 80)",ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,101,MSI,ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,(1),370.99,motherboard,370.99,288.0
Asus PRIME B550M-A,104.96,,PcComponentes,2026-04-17,placas-base,"('ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard', 80)",ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,60,ASRock,ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,(4),"1,001.99",motherboard,1001.99,897.03
MSI MPG X870E CARBON WIFI,529.0,"4,7/5",PcComponentes,2026-04-17,placas-base,"('MSI MPG X570 GAMING PRO CARBON WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 Wi-Fi 6 HDMI ATX', 86)",MSI MPG X570 GAMING PRO CARBON WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 Wi-Fi 6 HDMI ATX,13,ASRock,MSI MPG X570 GAMING PRO CARBON WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 Wi-Fi 6 HDMI ATX,(96),680.99,motherboard,680.99,151.99
ASUS TUF GAMING Z890-PLUS WIFI,296.98,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 80)",ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,58,ASUS,ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(33),"1,614.99",motherboard,1614.99,1318.01
ASUS PRIME H610M-A-CSM,93.99,,PcComponentes,2026-04-17,placas-base,"('ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard', 84)",ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,60,ASRock,ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,(4),"1,001.99",motherboard,1001.99,908.0
ASUS TUF GAMING B860M-PLUS,199.9,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 87)",ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,58,ASUS,ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(33),"1,614.99",motherboard,1614.99,1415.09
ASUS TUF GAMING Z790 PLUS WIFI,181.75,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 80)",ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,58,ASUS,ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(33),"1,614.99",motherboard,1614.99,1433.24
ASUS PRIME Z790-P,186.99,,PcComponentes,2026-04-17,placas-base,"('ASUS Prime Z390-P LGA 1151 (300 Series) Intel Z390 SATA 6Gb/s ATX Intel Motherboard', 83)",ASUS Prime Z390-P LGA 1151 (300 Series) Intel Z390 SATA 6Gb/s ATX Intel Motherboard,140,ASRock,ASUS Prime Z390-P LGA 1151 (300 Series) Intel Z390 SATA 6Gb/s ATX Intel Motherboard,(8),"1,210.99",motherboard,1210.99,1024.0
ASUS ROG STRIX B650E-I GAMING WIFI,239.9,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 87)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,857.09
ASUS PRIME B860-PLUS-CSM,166.99,,PcComponentes,2026-04-17,placas-base,"('ASUS Prime H310I-PLUS R2.0/CSM LGA 1151 (300 Series) Intel H310 HDMI SATA 6Gb/s USB 3.1 Mini ITX Intel Motherboard', 88)",ASUS Prime H310I-PLUS R2.0/CSM LGA 1151 (300 Series) Intel H310 HDMI SATA 6Gb/s USB 3.1 Mini ITX Intel Motherboard,152,MSI,ASUS Prime H310I-PLUS R2.0/CSM LGA 1151 (300 Series) Intel H310 HDMI SATA 6Gb/s USB 3.1 Mini ITX Intel Motherboard,(5),226.99,motherboard,226.99,60.0
ASUS PRIME B650-PLUS-CSM,142.99,,PcComponentes,2026-04-17,placas-base,"('ASUS Prime H310I-PLUS R2.0/CSM LGA 1151 (300 Series) Intel H310 HDMI SATA 6Gb/s USB 3.1 Mini ITX Intel Motherboard', 88)",ASUS Prime H310I-PLUS R2.0/CSM LGA 1151 (300 Series) Intel H310 HDMI SATA 6Gb/s USB 3.1 Mini ITX Intel Motherboard,152,MSI,ASUS Prime H310I-PLUS R2.0/CSM LGA 1151 (300 Series) Intel H310 HDMI SATA 6Gb/s USB 3.1 Mini ITX Intel Motherboard,(5),226.99,motherboard,226.99,84.0
ASUS ROG STRIX B860-A GAMING WIFI,258.99,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 88)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,838.0
MSI MPG Z890 EDGE TI WIFI,415.99,,PcComponentes,2026-04-17,placas-base,"('MSI MPG X570 GAMING EDGE WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 HDMI ATX', 81)",MSI MPG X570 GAMING EDGE WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 HDMI ATX,9,MSI,MSI MPG X570 GAMING EDGE WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 HDMI ATX,(116),945.99,motherboard,945.99,530.0
Gigabyte Z790 AORUS ELITE AX,244.51,,PcComponentes,2026-04-17,placas-base,"('GIGABYTE X570 AORUS ELITE AMD Ryzen 3000 PCIe 4.0 SATA 6Gb/s USB 3.2 AMD X570 ATX Motherboard', 83)",GIGABYTE X570 AORUS ELITE AMD Ryzen 3000 PCIe 4.0 SATA 6Gb/s USB 3.2 AMD X570 ATX Motherboard,16,ASRock,GIGABYTE X570 AORUS ELITE AMD Ryzen 3000 PCIe 4.0 SATA 6Gb/s USB 3.2 AMD X570 ATX Motherboard,(81),680.99,motherboard,680.99,436.48
ASUS TUF GAMING A620M-PLUS,115.58,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 87)",ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,58,ASUS,ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(33),"1,614.99",motherboard,1614.99,1499.41
ASUS ROG STRIX X870-A GAMING WIFI,383.62,"4,8/5",PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 88)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,713.37
ASUS PRO WS W680-ACE,579.86,5/5,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 PRO WS X570-ACE ATX Workstation Motherboard with 3 PCIe 4.0 x16, Realtek and Intel Gigabit LAN, DDR4 ECC Memory Support, Dual M.2, U.2, and ASUS Control Center Express', 86)","ASUS AMD AM4 PRO WS X570-ACE ATX Workstation Motherboard with 3 PCIe 4.0 x16, Realtek and Intel Gigabit LAN, DDR4 ECC Memory Support, Dual M.2, U.2, and ASUS Control Center Express",52,ASUS,"ASUS AMD AM4 PRO WS X570-ACE ATX Workstation Motherboard with 3 PCIe 4.0 x16, Realtek and Intel Gigabit LAN, DDR4 ECC Memory Support, Dual M.2, U.2, and ASUS Control Center Express",(61),302.99,motherboard,302.99,-276.87
Gigabyte B650M S2H,103.0,4/5,PcComponentes,2026-04-17,placas-base,"('GIGABYTE GA-A320M-S2H AM4 AMD A320 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard', 80)",GIGABYTE GA-A320M-S2H AM4 AMD A320 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,67,ASRock,GIGABYTE GA-A320M-S2H AM4 AMD A320 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,(143),491.99,motherboard,491.99,388.99
ASUS ROG STRIX B860-F GAMING WIFI,325.59,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 88)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,771.4
ASUS TUF GAMING B860-PLUS WIFI,214.94,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 80)",ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,58,ASUS,ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(33),"1,614.99",motherboard,1614.99,1400.05
Gigabyte B850M DS3H,157.05,,PcComponentes,2026-04-17,placas-base,"('GIGABYTE B450M DS3H AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 81)",GIGABYTE B450M DS3H AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,51,GIGABYTE,GIGABYTE B450M DS3H AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(44),982.99,motherboard,982.99,825.94
ASUS TUF GAMING B850M-PLUS,217.99,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 87)",ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,58,ASUS,ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(33),"1,614.99",motherboard,1614.99,1397.0
ASUS TUF GAMING B650-E WIFI,173.99,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 80)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,923.0
ASUS Prime Z790M-PLUS,214.99,,PcComponentes,2026-04-17,placas-base,"('ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard', 83)",ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard,79,ASRock,ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard,(19),173.99,motherboard,173.99,-41.0
ASUS PRIME X870-P,236.99,,PcComponentes,2026-04-17,placas-base,"('ASUS Prime Z390-P LGA 1151 (300 Series) Intel Z390 SATA 6Gb/s ATX Intel Motherboard', 83)",ASUS Prime Z390-P LGA 1151 (300 Series) Intel Z390 SATA 6Gb/s ATX Intel Motherboard,140,ASRock,ASUS Prime Z390-P LGA 1151 (300 Series) Intel Z390 SATA 6Gb/s ATX Intel Motherboard,(8),"1,210.99",motherboard,1210.99,974.0
Gigabyte B860M DS3H,144.9,,PcComponentes,2026-04-17,placas-base,"('GIGABYTE B450M DS3H AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 81)",GIGABYTE B450M DS3H AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,51,GIGABYTE,GIGABYTE B450M DS3H AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(44),982.99,motherboard,982.99,838.09
Gigabyte X870E AORUS MASTER,522.38,,PcComponentes,2026-04-17,placas-base,"('GIGABYTE X570 AORUS MASTER AMD Ryzen 3000 PCIe 4.0 SATA 6Gb/s USB 3.2 AMD X570 ATX Motherboard', 88)",GIGABYTE X570 AORUS MASTER AMD Ryzen 3000 PCIe 4.0 SATA 6Gb/s USB 3.2 AMD X570 ATX Motherboard,19,MSI,GIGABYTE X570 AORUS MASTER AMD Ryzen 3000 PCIe 4.0 SATA 6Gb/s USB 3.2 AMD X570 ATX Motherboard,(13),529.99,motherboard,529.99,7.61
ASUS TUF GAMING B450-PLUS II,128.29,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 94)",ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,58,ASUS,ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(33),"1,614.99",motherboard,1614.99,1486.7
Asrock B450 Pro4 R2.0,93.85,,PcComponentes,2026-04-17,placas-base,"('ASRock B450M PRO4 AM4 AMD Promontory B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard', 86)",ASRock B450M PRO4 AM4 AMD Promontory B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,38,ASUS,ASRock B450M PRO4 AM4 AMD Promontory B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,(226),"1,096.99",motherboard,1096.99,1003.14
ASUS PRIME B760M-PLUS,148.0,,PcComponentes,2026-04-17,placas-base,"('ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard', 83)",ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard,79,ASRock,ASUS PRIME B450-PLUS AM4 AMD B450 SATA 6Gb/s ATX AMD Motherboard,(19),173.99,motherboard,173.99,25.99
ASRock B550M-ITX/AC,150.64,,PcComponentes,2026-04-17,placas-base,"('ASRock Fatal1ty B450 GAMING-ITX/AC AM4 AMD Promontory B450 SATA 6Gb/s USB 3.1 HDMI Mini ITX AMD Motherboard', 81)",ASRock Fatal1ty B450 GAMING-ITX/AC AM4 AMD Promontory B450 SATA 6Gb/s USB 3.1 HDMI Mini ITX AMD Motherboard,75,GIGABYTE,ASRock Fatal1ty B450 GAMING-ITX/AC AM4 AMD Promontory B450 SATA 6Gb/s USB 3.1 HDMI Mini ITX AMD Motherboard,(1),"1,058.99",motherboard,1058.99,908.35
ASUS TUF GAMING B760M-PLUS WIFI II,202.99,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF Z370-Plus Gaming II LGA 1151 (300 Series) Intel Z370 HDMI SATA 6Gb/s USB 3.1 ATX Intel Motherboard', 81)",ASUS TUF Z370-Plus Gaming II LGA 1151 (300 Series) Intel Z370 HDMI SATA 6Gb/s USB 3.1 ATX Intel Motherboard,326,Intel,ASUS TUF Z370-Plus Gaming II LGA 1151 (300 Series) Intel Z370 HDMI SATA 6Gb/s USB 3.1 ATX Intel Motherboard,,977.94,motherboard,977.94,774.95
